,image,actual,group,spurious,svm_score
156,182794.jpg,0,0,0,-0.41941404
157,182795.jpg,0,0,0,1.4320897
158,182796.jpg,0,0,0,2.0977795
159,182797.jpg,0,1,1,2.9710248
160,182798.jpg,0,1,1,0.93741876
161,182799.jpg,0,0,0,1.8482919
162,182800.jpg,0,1,1,1.6342835
163,182801.jpg,0,1,1,1.2487711
164,182802.jpg,0,1,1,1.4328489
165,182803.jpg,0,0,0,1.6904315
166,182804.jpg,0,1,1,1.3702536
167,182805.jpg,1,2,0,2.2060795
168,182806.jpg,0,1,1,1.6209673
169,182807.jpg,0,1,1,2.1831079
170,182808.jpg,0,1,1,2.333825
171,182809.jpg,1,2,0,0.21587493
172,182810.jpg,0,0,0,1.9365375
173,182811.jpg,0,1,1,2.1772573
174,182812.jpg,0,0,0,-0.649931
175,182813.jpg,0,0,0,0.93933064
176,182814.jpg,0,0,0,1.4604486
177,182815.jpg,0,0,0,2.5628784
178,182816.jpg,0,1,1,-0.9179484
179,182817.jpg,0,1,1,0.53714466
180,182818.jpg,0,0,0,1.8969802
181,182819.jpg,0,0,0,1.8862209
182,182820.jpg,0,1,1,1.6081506
183,182821.jpg,0,0,0,1.9882034
184,182822.jpg,0,0,0,1.4891452
185,182823.jpg,0,0,0,-1.2757765
186,182824.jpg,1,2,0,0.40900245
187,182825.jpg,0,0,0,0.62590784
188,182826.jpg,0,0,0,1.7412511
189,182827.jpg,0,0,0,1.5084544
190,182828.jpg,0,1,1,1.5389937
191,182829.jpg,0,1,1,1.9774684
192,182830.jpg,0,0,0,0.44316667
193,182831.jpg,0,1,1,1.5140989
194,182832.jpg,0,0,0,1.1129392
195,182833.jpg,0,1,1,2.2539124
196,182834.jpg,0,1,1,2.368712
197,182835.jpg,0,0,0,2.1342254
198,182836.jpg,0,0,0,1.288161
199,182837.jpg,1,2,0,1.1669956
200,182838.jpg,0,0,0,1.8719808
201,182839.jpg,0,0,0,2.9737887
202,182840.jpg,0,1,1,1.7790792
203,182841.jpg,1,2,0,0.5599458
204,182842.jpg,0,0,0,0.025690487
205,182843.jpg,1,3,1,-0.8808947
206,182844.jpg,1,2,0,-0.7471827
207,182845.jpg,0,0,0,-1.1508034
208,182846.jpg,0,0,0,1.7846005
209,182847.jpg,0,0,0,2.3957314
210,182848.jpg,0,0,0,0.800106
211,182849.jpg,1,2,0,-1.4947158
212,182850.jpg,0,0,0,0.50731933
213,182851.jpg,0,0,0,1.1355355
214,182852.jpg,0,0,0,1.4073256
215,182853.jpg,0,0,0,-0.8611556
216,182854.jpg,1,2,0,0.95833987
217,182855.jpg,0,0,0,0.032247487
218,182856.jpg,0,0,0,2.7784104
219,182857.jpg,0,0,0,1.2845966
220,182858.jpg,0,1,1,1.1973697
221,182859.jpg,0,0,0,-0.00045945996
222,182860.jpg,0,1,1,0.14201146
223,182861.jpg,0,0,0,1.3195584
224,182862.jpg,1,3,1,-1.3019063
225,182863.jpg,0,0,0,1.8917091
226,182864.jpg,0,0,0,1.3642828
227,182865.jpg,0,1,1,1.8313551
228,182866.jpg,0,0,0,2.8378272
229,182867.jpg,0,1,1,2.239606
230,182868.jpg,0,1,1,2.901746
231,182869.jpg,0,0,0,0.7054636
232,182870.jpg,0,0,0,1.913678
233,182871.jpg,0,0,0,-0.047800224
234,182872.jpg,0,1,1,0.8215094
235,182873.jpg,0,1,1,2.0608542
236,182874.jpg,0,0,0,-0.9165329
237,182875.jpg,0,0,0,1.3485589
238,182876.jpg,0,1,1,0.83711964
239,182877.jpg,0,0,0,1.7005805
240,182878.jpg,0,0,0,1.5172014
241,182879.jpg,0,1,1,1.9016273
242,182880.jpg,0,1,1,1.4577372
243,182881.jpg,0,0,0,-0.6847346
244,182882.jpg,0,0,0,1.655556
245,182883.jpg,0,0,0,0.74859804
246,182884.jpg,1,2,0,0.6602842
247,182885.jpg,0,1,1,2.0146258
248,182886.jpg,0,0,0,1.031621
249,182887.jpg,1,2,0,2.4951077
250,182888.jpg,0,0,0,1.5606412
251,182889.jpg,0,1,1,2.595405
252,182890.jpg,0,0,0,1.7356873
253,182891.jpg,1,3,1,-2.6428201
254,182892.jpg,0,1,1,3.1141803
255,182893.jpg,0,1,1,1.8340479
256,182894.jpg,0,0,0,1.4634261
257,182895.jpg,0,1,1,1.969976
258,182896.jpg,0,0,0,0.95688885
259,182897.jpg,0,0,0,1.8053284
260,182898.jpg,0,0,0,1.1551077
261,182899.jpg,0,1,1,2.5275002
262,182900.jpg,1,2,0,0.053199753
263,182901.jpg,0,0,0,0.71926445
264,182902.jpg,1,2,0,2.9526284
265,182903.jpg,0,1,1,1.5021614
266,182904.jpg,0,1,1,1.7379258
267,182905.jpg,0,1,1,-1.4806418
268,182906.jpg,0,0,0,1.0315816
269,182907.jpg,1,2,0,2.4642012
270,182908.jpg,0,1,1,2.4959748
271,182909.jpg,0,0,0,1.2762876
272,182910.jpg,0,1,1,1.3666927
273,182911.jpg,0,1,1,1.8259941
274,182912.jpg,0,0,0,0.680951
275,182913.jpg,0,0,0,-0.6732305
276,182914.jpg,0,0,0,1.6012055
277,182915.jpg,0,1,1,1.8847187
278,182916.jpg,0,1,1,1.9485108
279,182917.jpg,0,0,0,1.7722095
280,182918.jpg,0,1,1,1.8297954
281,182919.jpg,0,1,1,1.9391803
282,182920.jpg,0,0,0,2.0270536
283,182921.jpg,0,0,0,2.574701
284,182922.jpg,0,0,0,1.2188394
285,182923.jpg,0,1,1,-0.3142479
286,182924.jpg,0,1,1,2.461756
287,182925.jpg,0,1,1,1.8885516
288,182926.jpg,0,1,1,1.9957628
289,182927.jpg,0,1,1,2.1596029
290,182928.jpg,0,0,0,1.6891176
291,182929.jpg,0,0,0,1.1831771
292,182930.jpg,0,0,0,2.0968013
293,182931.jpg,0,0,0,2.4858797
294,182932.jpg,0,0,0,1.0022418
295,182933.jpg,1,2,0,-0.020402044
296,182934.jpg,0,0,0,1.0069985
297,182935.jpg,0,0,0,1.901693
298,182936.jpg,1,2,0,-0.9195829
299,182937.jpg,0,1,1,2.0183942
300,182938.jpg,0,0,0,-0.5226512
301,182939.jpg,0,1,1,2.0049562
302,182940.jpg,0,0,0,1.4841688
303,182941.jpg,0,1,1,2.5622168
304,182942.jpg,0,1,1,-0.24666546
305,182943.jpg,0,0,0,1.5848024
306,182944.jpg,0,0,0,0.3906694
307,182945.jpg,0,0,0,0.71755886
308,182946.jpg,1,2,0,2.1202352
309,182947.jpg,0,1,1,2.5214977
310,182948.jpg,0,0,0,1.5564274
311,182949.jpg,0,1,1,0.8997337
312,182950.jpg,0,0,0,1.2105888
313,182951.jpg,0,0,0,2.1565762
314,182952.jpg,0,0,0,1.8551017
315,182953.jpg,0,0,0,1.4130187
316,182954.jpg,0,1,1,-0.90721005
317,182955.jpg,0,0,0,2.0712187
318,182956.jpg,0,0,0,2.455179
319,182957.jpg,0,1,1,2.0170505
320,182958.jpg,1,2,0,1.485946
321,182959.jpg,0,0,0,1.8429806
322,182960.jpg,0,0,0,0.024430986
323,182961.jpg,0,0,0,1.7870413
324,182962.jpg,0,1,1,1.5013041
325,182963.jpg,0,0,0,-2.1628327
326,182964.jpg,0,1,1,2.082454
327,182965.jpg,0,0,0,2.2877996
328,182966.jpg,1,2,0,1.0107306
329,182967.jpg,0,1,1,2.2038064
330,182968.jpg,0,1,1,2.1163378
331,182969.jpg,0,0,0,-1.2726992
332,182970.jpg,0,1,1,1.1080064
333,182971.jpg,0,0,0,1.2973288
334,182972.jpg,0,1,1,1.7029874
335,182973.jpg,0,1,1,1.9752487
336,182974.jpg,0,0,0,2.9398932
337,182975.jpg,0,1,1,1.4883323
338,182976.jpg,0,1,1,1.1805941
339,182977.jpg,1,3,1,-1.0332221
340,182978.jpg,0,0,0,1.0180477
341,182979.jpg,0,1,1,2.7286825
342,182980.jpg,0,0,0,0.07011522
343,182981.jpg,0,0,0,3.0805278
344,182982.jpg,0,1,1,2.6942906
345,182983.jpg,0,0,0,1.7307739
346,182984.jpg,1,2,0,-1.1176668
347,182985.jpg,0,0,0,-1.0414902
348,182986.jpg,0,1,1,1.867437
349,182987.jpg,0,0,0,-1.9474891
350,182988.jpg,0,1,1,1.7888082
351,182989.jpg,0,0,0,0.767287
352,182990.jpg,0,1,1,2.2600274
353,182991.jpg,1,2,0,1.3026531
354,182992.jpg,0,0,0,-0.42161208
355,182993.jpg,0,0,0,2.6137857
356,182994.jpg,0,0,0,0.6965249
357,182995.jpg,0,0,0,1.5635066
358,182996.jpg,1,2,0,-0.10351738
359,182997.jpg,0,0,0,-0.6650076
360,182998.jpg,0,0,0,1.7212495
361,182999.jpg,0,0,0,0.5038499
362,183000.jpg,0,1,1,1.145863
363,183001.jpg,0,0,0,-0.2127162
364,183002.jpg,0,0,0,1.485777
365,183003.jpg,0,1,1,2.1844592
366,183004.jpg,0,0,0,-0.9948546
367,183005.jpg,0,0,0,1.0365697
368,183006.jpg,0,0,0,1.9534601
369,183007.jpg,0,0,0,-0.21638153
370,183008.jpg,0,1,1,0.9946032
371,183009.jpg,0,0,0,1.4170078
372,183010.jpg,1,2,0,-0.4549317
373,183011.jpg,0,0,0,1.5714678
374,183012.jpg,0,1,1,1.2146486
375,183013.jpg,1,2,0,-0.8249426
376,183014.jpg,0,1,1,2.7974527
377,183015.jpg,0,1,1,2.642381
378,183016.jpg,0,1,1,1.3695735
379,183017.jpg,0,0,0,1.0661284
380,183018.jpg,0,0,0,-1.3836998
381,183019.jpg,0,0,0,-0.08442095
382,183020.jpg,0,0,0,2.268254
383,183021.jpg,0,1,1,1.2694333
384,183022.jpg,0,0,0,-0.074300155
385,183023.jpg,0,1,1,2.697458
386,183024.jpg,1,2,0,-0.70323193
387,183025.jpg,0,1,1,2.1020222
388,183026.jpg,0,0,0,1.6334546
389,183027.jpg,0,1,1,2.1733973
390,183028.jpg,1,2,0,1.1818689
391,183029.jpg,0,1,1,2.4269621
392,183030.jpg,0,0,0,1.8670878
393,183031.jpg,0,0,0,1.1115956
394,183032.jpg,0,1,1,1.6036471
395,183033.jpg,0,1,1,1.9258949
396,183034.jpg,0,0,0,2.1498754
397,183035.jpg,0,0,0,2.1149404
398,183036.jpg,0,1,1,1.3793627
399,183037.jpg,0,1,1,2.594045
400,183038.jpg,0,1,1,2.4645228
401,183039.jpg,0,1,1,1.9180682
402,183040.jpg,0,0,0,1.42272
403,183041.jpg,0,1,1,1.5832826
404,183042.jpg,0,1,1,2.6408792
405,183043.jpg,1,2,0,0.20561613
406,183044.jpg,0,1,1,1.973951
407,183045.jpg,1,2,0,1.361826
408,183046.jpg,1,2,0,-0.405097
409,183047.jpg,0,0,0,-1.2835472
410,183048.jpg,0,0,0,0.6241179
411,183049.jpg,0,1,1,0.3676637
412,183050.jpg,0,0,0,-1.0409563
413,183051.jpg,0,0,0,0.7985166
414,183052.jpg,1,2,0,1.232897
415,183053.jpg,0,0,0,1.7377928
416,183054.jpg,0,0,0,0.8354186
417,183055.jpg,0,1,1,2.0149584
418,183056.jpg,0,1,1,2.1242127
419,183057.jpg,0,1,1,1.985918
420,183058.jpg,0,0,0,0.16083023
421,183059.jpg,0,1,1,1.8766582
422,183060.jpg,0,1,1,2.118393
423,183061.jpg,0,0,0,0.20247662
424,183062.jpg,0,0,0,0.934989
425,183063.jpg,0,0,0,1.972326
426,183064.jpg,0,0,0,2.383222
427,183065.jpg,0,0,0,1.8426678
428,183066.jpg,0,0,0,1.3335701
429,183067.jpg,0,1,1,2.491438
430,183068.jpg,0,1,1,1.7273979
431,183069.jpg,1,2,0,0.8459326
432,183070.jpg,1,2,0,1.6512171
433,183071.jpg,1,2,0,0.9171433
434,183072.jpg,0,1,1,1.5136819
435,183073.jpg,0,0,0,2.3363893
436,183074.jpg,0,0,0,-0.18261734
437,183075.jpg,0,0,0,2.4248936
438,183076.jpg,0,1,1,2.2091494
439,183077.jpg,0,0,0,-0.47221896
440,183078.jpg,0,1,1,1.8258014
441,183079.jpg,0,1,1,1.2253773
442,183080.jpg,0,0,0,0.85183287
443,183081.jpg,0,1,1,2.4606023
444,183082.jpg,0,0,0,1.8038282
445,183083.jpg,1,2,0,-1.248766
446,183084.jpg,0,1,1,1.7224958
447,183085.jpg,1,2,0,0.062465694
448,183086.jpg,1,2,0,4.0747046
449,183087.jpg,0,0,0,1.0821762
450,183088.jpg,0,0,0,2.069866
451,183089.jpg,0,1,1,1.52812
452,183090.jpg,0,1,1,2.4395058
453,183091.jpg,0,1,1,2.3854387
454,183092.jpg,0,1,1,1.1028455
455,183093.jpg,0,0,0,-0.7941741
456,183094.jpg,0,0,0,0.9424943
457,183095.jpg,0,1,1,1.9355606
458,183096.jpg,1,2,0,0.8180528
459,183097.jpg,1,2,0,-0.3578884
460,183098.jpg,0,1,1,2.5389225
461,183099.jpg,0,1,1,2.5991194
462,183100.jpg,0,0,0,1.9374706
463,183101.jpg,0,0,0,1.4980655
464,183102.jpg,0,0,0,1.7301743
465,183103.jpg,0,0,0,-1.5145563
466,183104.jpg,0,0,0,1.8573644
467,183105.jpg,0,1,1,1.9277201
468,183106.jpg,0,0,0,2.1118422
469,183107.jpg,0,0,0,2.930845
470,183108.jpg,0,1,1,1.5407794
471,183109.jpg,0,1,1,1.7333252
472,183110.jpg,0,1,1,1.932509
473,183111.jpg,0,0,0,1.710119
474,183112.jpg,0,1,1,1.3348134
475,183113.jpg,0,1,1,1.8330902
476,183114.jpg,0,1,1,1.9864001
477,183115.jpg,0,0,0,1.6008264
478,183116.jpg,0,0,0,2.0933082
479,183117.jpg,0,0,0,1.3202593
480,183118.jpg,0,0,0,2.415346
481,183119.jpg,0,0,0,1.1232529
482,183120.jpg,1,2,0,1.4985938
483,183121.jpg,0,1,1,1.6955948
484,183122.jpg,0,0,0,3.4239953
485,183123.jpg,1,2,0,1.6262332
486,183124.jpg,0,0,0,-0.07931994
487,183125.jpg,0,1,1,1.4735116
488,183126.jpg,1,2,0,3.3668487
489,183127.jpg,0,0,0,1.6851354
490,183128.jpg,1,2,0,-0.23566608
491,183129.jpg,0,1,1,1.973811
492,183130.jpg,0,0,0,-1.0711439
493,183131.jpg,0,0,0,2.155859
494,183132.jpg,1,2,0,-0.8767578
495,183133.jpg,0,0,0,-0.7134629
496,183134.jpg,0,1,1,1.4279006
497,183135.jpg,1,2,0,-0.43398362
498,183136.jpg,0,0,0,-0.67836624
499,183137.jpg,0,0,0,-1.2088624
500,183138.jpg,0,0,0,2.3977895
501,183139.jpg,0,1,1,1.7282629
502,183140.jpg,0,0,0,1.6750621
503,183141.jpg,0,0,0,1.3153744
504,183142.jpg,0,1,1,2.4489665
505,183143.jpg,0,0,0,1.478657
506,183144.jpg,0,1,1,2.501273
507,183145.jpg,0,1,1,1.8851589
508,183146.jpg,0,1,1,2.1611927
509,183147.jpg,0,0,0,1.9657269
510,183148.jpg,0,1,1,0.27825198
511,183149.jpg,0,0,0,1.0865936
512,183150.jpg,0,0,0,0.8511949
513,183151.jpg,0,1,1,1.6987292
514,183152.jpg,0,1,1,1.3533268
515,183153.jpg,0,1,1,0.646704
516,183154.jpg,0,0,0,2.1322815
517,183155.jpg,1,2,0,1.2140679
518,183156.jpg,0,1,1,2.0223958
519,183157.jpg,1,2,0,1.3493608
520,183158.jpg,1,2,0,1.8739238
521,183159.jpg,0,1,1,0.13291849
522,183160.jpg,0,1,1,1.2408259
523,183161.jpg,0,0,0,1.845045
524,183162.jpg,0,0,0,1.6302248
525,183163.jpg,0,0,0,-1.5036477
526,183164.jpg,0,1,1,1.6864959
527,183165.jpg,0,1,1,1.4866571
528,183166.jpg,0,0,0,1.1150074
529,183167.jpg,0,0,0,0.97003645
530,183168.jpg,0,0,0,1.6321926
531,183169.jpg,0,0,0,-0.98943025
532,183170.jpg,0,0,0,1.6375556
533,183171.jpg,1,3,1,-1.4307675
534,183172.jpg,0,1,1,2.1588418
535,183173.jpg,0,0,0,-0.44908473
536,183174.jpg,0,0,0,-2.0347178
537,183175.jpg,0,0,0,2.5119011
538,183176.jpg,0,0,0,-1.496322
539,183177.jpg,0,0,0,1.3224394
540,183178.jpg,0,1,1,1.2027489
541,183179.jpg,0,1,1,1.8167924
542,183180.jpg,0,1,1,0.18664816
543,183181.jpg,0,0,0,1.6913419
544,183182.jpg,0,0,0,-0.9791282
545,183183.jpg,0,0,0,1.3246623
546,183184.jpg,0,1,1,1.8139153
547,183185.jpg,1,2,0,2.5566926
548,183186.jpg,0,0,0,0.58005446
549,183187.jpg,0,0,0,2.0587022
550,183188.jpg,1,3,1,-1.3914119
551,183189.jpg,0,1,1,0.94307977
552,183190.jpg,0,0,0,1.8557986
553,183191.jpg,0,1,1,1.9165144
554,183192.jpg,0,1,1,0.9204154
555,183193.jpg,0,0,0,1.4406129
556,183194.jpg,1,2,0,-1.0566636
557,183195.jpg,0,1,1,2.2213042
558,183196.jpg,0,1,1,1.9548265
559,183197.jpg,0,0,0,2.3518567
560,183198.jpg,0,1,1,1.9161779
561,183199.jpg,0,1,1,1.3144423
562,183200.jpg,0,1,1,1.9769118
563,183201.jpg,1,2,0,-0.4597215
564,183202.jpg,0,0,0,1.9125662
565,183203.jpg,1,2,0,1.8694305
566,183204.jpg,1,2,0,2.8874307
567,183205.jpg,1,2,0,3.0203598
568,183206.jpg,0,1,1,-0.25820225
569,183207.jpg,0,0,0,2.2652233
570,183208.jpg,0,1,1,1.4243953
571,183209.jpg,1,2,0,1.7781854
572,183210.jpg,1,2,0,-1.4467714
573,183211.jpg,0,0,0,1.1546922
574,183212.jpg,0,1,1,2.1703925
575,183213.jpg,0,1,1,1.7776527
576,183214.jpg,0,1,1,2.1562872
577,183215.jpg,1,3,1,-0.40630522
578,183216.jpg,0,0,0,1.4183275
579,183217.jpg,0,0,0,-1.1668432
580,183218.jpg,0,1,1,1.8090724
581,183219.jpg,0,1,1,-0.2991076
582,183220.jpg,0,0,0,1.930031
583,183221.jpg,0,0,0,1.5624847
584,183222.jpg,0,0,0,-1.0942441
585,183223.jpg,1,2,0,0.8077131
586,183224.jpg,0,0,0,1.8716191
587,183225.jpg,0,1,1,2.1256835
588,183226.jpg,1,2,0,-0.75664216
589,183227.jpg,0,1,1,0.62984455
590,183228.jpg,0,0,0,1.1288471
591,183229.jpg,1,2,0,-0.06475823
592,183230.jpg,0,0,0,1.5521028
593,183231.jpg,0,0,0,1.3608493
594,183232.jpg,0,1,1,1.1344367
595,183233.jpg,1,2,0,-0.21834633
596,183234.jpg,0,1,1,0.9181487
597,183235.jpg,0,0,0,2.3794196
598,183236.jpg,0,0,0,1.8041552
599,183237.jpg,0,1,1,2.291485
600,183238.jpg,0,1,1,2.1884527
601,183239.jpg,0,1,1,1.8629049
602,183240.jpg,0,0,0,0.81025314
603,183241.jpg,0,0,0,1.936487
604,183242.jpg,0,1,1,1.7879236
605,183243.jpg,1,2,0,1.7252902
606,183244.jpg,1,2,0,-1.7746537
607,183245.jpg,0,0,0,2.982738
608,183246.jpg,0,1,1,1.150537
609,183247.jpg,0,0,0,1.9780551
610,183248.jpg,0,1,1,1.8980293
611,183249.jpg,1,2,0,0.796316
612,183250.jpg,1,2,0,-0.7237378
613,183251.jpg,0,0,0,1.3758332
614,183252.jpg,0,1,1,2.6107225
615,183253.jpg,0,1,1,1.9772873
616,183254.jpg,0,1,1,1.6213661
617,183255.jpg,1,2,0,2.6184478
618,183256.jpg,0,0,0,2.1471074
619,183257.jpg,0,0,0,1.4654095
620,183258.jpg,0,1,1,2.2731977
621,183259.jpg,0,0,0,-0.47490776
622,183260.jpg,0,1,1,1.9445956
623,183261.jpg,0,0,0,2.0527842
624,183262.jpg,0,0,0,-2.03689
625,183263.jpg,0,1,1,2.7127943
626,183264.jpg,0,1,1,1.8056892
627,183265.jpg,1,2,0,1.4653677
628,183266.jpg,0,0,0,1.6916811
629,183267.jpg,0,1,1,2.4418414
630,183268.jpg,1,2,0,0.337673
631,183269.jpg,0,1,1,1.7405121
632,183270.jpg,0,0,0,1.5604612
633,183271.jpg,0,1,1,1.9762262
634,183272.jpg,0,0,0,-0.5548655
635,183273.jpg,0,1,1,0.6113987
636,183274.jpg,0,0,0,1.9348773
637,183275.jpg,0,0,0,1.8055373
638,183276.jpg,1,2,0,1.4828045
639,183277.jpg,1,2,0,0.9043595
640,183278.jpg,0,0,0,2.2245047
641,183279.jpg,0,0,0,-1.257166
642,183280.jpg,0,1,1,1.914172
643,183281.jpg,0,1,1,1.8197141
644,183282.jpg,1,2,0,0.7795642
645,183283.jpg,0,0,0,0.719858
646,183284.jpg,0,1,1,0.12692861
647,183285.jpg,0,1,1,1.7626225
648,183286.jpg,1,2,0,2.3637838
649,183287.jpg,1,2,0,2.0566032
650,183288.jpg,1,2,0,-1.5754205
651,183289.jpg,0,0,0,-0.75753015
652,183290.jpg,0,1,1,1.5123224
653,183291.jpg,0,1,1,2.3195107
654,183292.jpg,0,0,0,1.4444774
655,183293.jpg,1,2,0,0.9206553
656,183294.jpg,0,0,0,1.7087058
657,183295.jpg,0,1,1,1.5670974
658,183296.jpg,0,0,0,1.3476659
659,183297.jpg,1,2,0,0.6028614
660,183298.jpg,1,2,0,-0.32559
661,183299.jpg,0,1,1,1.816659
662,183300.jpg,0,1,1,1.9050466
