,image,pred,logit_0,logit_1,actual,group,spurious,correct
53,182691.jpg,1,-1.9657772779464722,1.2094544172286987,1,2,0,1
54,182692.jpg,0,2.832554578781128,-3.6515567302703857,0,0,0,1
55,182693.jpg,0,2.210268497467041,-2.8219313621520996,0,1,1,1
56,182694.jpg,0,4.15418815612793,-4.918032646179199,0,1,1,1
57,182695.jpg,1,-2.5681827068328857,1.8237437009811401,1,2,0,1
58,182696.jpg,1,-0.8803707361221313,0.13236567378044128,0,0,0,0
59,182697.jpg,0,4.59468412399292,-4.63163423538208,0,1,1,1
60,182698.jpg,0,2.7529048919677734,-3.279025077819824,0,0,0,1
61,182699.jpg,0,-0.09511712193489075,-0.4245277941226959,0,0,0,1
62,182700.jpg,0,4.435318946838379,-4.851938247680664,0,0,0,1
63,182701.jpg,0,1.656781792640686,-2.5281283855438232,0,0,0,1
64,182702.jpg,1,-1.20632004737854,0.34621837735176086,0,0,0,0
65,182703.jpg,0,3.798384428024292,-4.539298057556152,0,1,1,1
66,182704.jpg,0,3.1727190017700195,-3.714888095855713,0,1,1,1
67,182705.jpg,1,-1.5757097005844116,0.9532744884490967,1,2,0,1
68,182706.jpg,0,4.557785987854004,-4.908408164978027,0,1,1,1
69,182707.jpg,0,0.6607342958450317,-1.2591956853866577,0,0,0,1
70,182708.jpg,0,3.0242843627929688,-3.8359975814819336,0,1,1,1
71,182709.jpg,0,2.8138771057128906,-3.4125070571899414,0,0,0,1
72,182710.jpg,0,2.4149489402770996,-3.1101672649383545,0,0,0,1
73,182711.jpg,0,4.119565010070801,-4.5421600341796875,0,1,1,1
74,182712.jpg,0,2.541309356689453,-3.324144124984741,0,0,0,1
75,182713.jpg,0,2.3958163261413574,-3.389353036880493,0,0,0,1
76,182714.jpg,0,0.8163983225822449,-1.3479701280593872,0,0,0,1
77,182715.jpg,0,1.7138925790786743,-2.3298237323760986,0,0,0,1
78,182716.jpg,0,1.0360325574874878,-1.580765724182129,0,0,0,1
79,182717.jpg,0,4.467236518859863,-4.787250995635986,0,1,1,1
80,182718.jpg,1,-2.1490466594696045,1.160882592201233,1,2,0,1
81,182719.jpg,0,5.1129350662231445,-5.197004795074463,0,1,1,1
82,182720.jpg,0,3.529438018798828,-3.596952199935913,0,1,1,1
83,182721.jpg,0,4.751286506652832,-5.2309889793396,0,0,0,1
84,182722.jpg,1,-2.250582218170166,1.5221138000488281,1,2,0,1
85,182723.jpg,0,1.97438383102417,-2.7137763500213623,0,1,1,1
86,182724.jpg,0,1.8614839315414429,-2.5787575244903564,0,0,0,1
87,182725.jpg,0,1.7936300039291382,-2.3752970695495605,0,0,0,1
88,182726.jpg,0,4.003332614898682,-4.546101093292236,0,1,1,1
89,182727.jpg,0,0.530894935131073,-1.077455759048462,0,1,1,1
90,182728.jpg,0,5.014498710632324,-5.411758899688721,0,1,1,1
91,182729.jpg,0,2.7361576557159424,-3.2983884811401367,0,1,1,1
92,182730.jpg,1,-1.1007944345474243,0.4654832184314728,1,2,0,1
93,182731.jpg,0,2.798029899597168,-3.557957887649536,0,0,0,1
94,182732.jpg,0,3.4477081298828125,-3.8974711894989014,0,0,0,1
95,182733.jpg,0,1.755698800086975,-2.5289676189422607,0,1,1,1
96,182734.jpg,0,2.9984688758850098,-3.6791300773620605,0,0,0,1
97,182735.jpg,0,4.661025047302246,-5.085373878479004,0,1,1,1
98,182736.jpg,0,4.2053914070129395,-4.512590408325195,0,0,0,1
99,182737.jpg,0,3.91570782661438,-4.253332138061523,0,1,1,1
100,182738.jpg,0,4.451292991638184,-4.915865421295166,0,0,0,1
101,182739.jpg,0,3.3008508682250977,-3.859630584716797,0,1,1,1
102,182740.jpg,0,0.4311487078666687,-1.1455186605453491,0,0,0,1
103,182741.jpg,0,4.002442359924316,-4.749078750610352,0,0,0,1
104,182742.jpg,0,2.419003963470459,-2.7910430431365967,0,1,1,1
105,182743.jpg,1,-1.4002037048339844,0.7252164483070374,0,0,0,0
106,182744.jpg,0,3.621189594268799,-4.2798004150390625,0,1,1,1
107,182745.jpg,0,4.653975009918213,-4.975639343261719,0,1,1,1
108,182746.jpg,0,4.141755104064941,-4.4599103927612305,0,1,1,1
109,182747.jpg,0,3.5940158367156982,-4.209566116333008,0,1,1,1
110,182748.jpg,0,3.384039878845215,-4.078130722045898,0,1,1,1
111,182749.jpg,0,3.0139217376708984,-3.3647797107696533,0,0,0,1
112,182750.jpg,1,-1.2042328119277954,0.5395561456680298,1,2,0,1
113,182751.jpg,0,3.591822862625122,-4.042705535888672,0,0,0,1
114,182752.jpg,0,0.4377084970474243,-1.468032956123352,0,0,0,1
115,182753.jpg,0,4.342368125915527,-4.998909950256348,0,1,1,1
116,182754.jpg,0,1.287070870399475,-2.2749433517456055,0,0,0,1
117,182755.jpg,0,1.241469383239746,-1.6573402881622314,0,0,0,1
118,182756.jpg,0,3.132822036743164,-3.879844903945923,0,0,0,1
119,182757.jpg,0,3.654971122741699,-4.060321807861328,0,0,0,1
120,182758.jpg,0,3.6550426483154297,-3.8313796520233154,0,0,0,1
121,182759.jpg,0,2.0248379707336426,-2.7007644176483154,0,0,0,1
122,182760.jpg,0,3.7556700706481934,-4.197704315185547,0,0,0,1
123,182761.jpg,0,4.89708137512207,-5.5049591064453125,0,1,1,1
124,182762.jpg,1,-1.5119346380233765,0.9291217923164368,1,2,0,1
125,182763.jpg,1,-2.0675084590911865,1.2093394994735718,1,2,0,1
126,182764.jpg,0,3.1712286472320557,-4.122979164123535,0,1,1,1
127,182765.jpg,0,3.1449904441833496,-3.3687007427215576,0,0,0,1
128,182766.jpg,0,3.3720743656158447,-4.0082902908325195,0,1,1,1
129,182767.jpg,0,2.894536256790161,-3.381345510482788,0,0,0,1
130,182768.jpg,0,2.6810576915740967,-3.194192886352539,0,1,1,1
131,182769.jpg,0,2.443547010421753,-2.951988458633423,0,0,0,1
132,182770.jpg,0,2.807389736175537,-3.3632664680480957,0,1,1,1
133,182771.jpg,0,3.03867244720459,-3.6731574535369873,0,0,0,1
134,182772.jpg,0,4.603788375854492,-4.89239501953125,0,1,1,1
135,182773.jpg,0,3.5989537239074707,-4.326227188110352,0,1,1,1
136,182774.jpg,0,3.329049587249756,-3.884875535964966,0,0,0,1
137,182775.jpg,1,-0.7236812114715576,0.06323321908712387,0,1,1,0
138,182776.jpg,0,3.3886866569519043,-3.976606845855713,0,1,1,1
139,182777.jpg,0,1.910888910293579,-2.5793540477752686,0,0,0,1
140,182778.jpg,0,2.987227201461792,-3.5846710205078125,0,0,0,1
141,182779.jpg,0,3.2998931407928467,-3.7932138442993164,0,0,0,1
142,182780.jpg,0,3.1554617881774902,-3.8747270107269287,0,1,1,1
143,182781.jpg,0,3.802459716796875,-4.636564254760742,0,1,1,1
144,182782.jpg,0,2.534296989440918,-3.2548553943634033,0,1,1,1
145,182783.jpg,1,-0.3750603199005127,-0.3731703460216522,1,2,0,1
146,182784.jpg,0,4.357865810394287,-4.585114479064941,0,0,0,1
147,182785.jpg,1,-1.6201297044754028,0.7018387317657471,1,2,0,1
148,182786.jpg,0,3.5503487586975098,-3.902165174484253,0,1,1,1
149,182787.jpg,0,4.729010581970215,-5.4093499183654785,0,0,0,1
150,182788.jpg,0,2.9177398681640625,-3.439286470413208,0,0,0,1
151,182789.jpg,0,3.7917232513427734,-4.634605407714844,0,0,0,1
152,182790.jpg,0,3.3811309337615967,-3.9460043907165527,0,1,1,1
153,182791.jpg,0,5.174681663513184,-5.929347038269043,0,1,1,1
154,182792.jpg,0,3.7227132320404053,-3.995452642440796,0,0,0,1
155,182793.jpg,0,2.378244638442993,-2.928713798522949,0,1,1,1
156,182794.jpg,0,2.1385936737060547,-2.792668581008911,0,0,0,1
157,182795.jpg,0,4.7433576583862305,-5.082064151763916,0,0,0,1
158,182796.jpg,0,2.7873616218566895,-3.414445161819458,0,0,0,1
159,182797.jpg,0,3.859422206878662,-4.497026443481445,0,1,1,1
160,182798.jpg,0,1.2779892683029175,-1.9056262969970703,0,1,1,1
161,182799.jpg,0,3.3403820991516113,-3.937685012817383,0,0,0,1
162,182800.jpg,0,2.0669450759887695,-2.277686834335327,0,1,1,1
163,182801.jpg,0,0.8130508661270142,-1.4140485525131226,0,1,1,1
164,182802.jpg,0,1.692448377609253,-2.3844239711761475,0,1,1,1
165,182803.jpg,0,4.339795112609863,-5.099745273590088,0,0,0,1
166,182804.jpg,0,4.12470006942749,-4.438338279724121,0,1,1,1
167,182805.jpg,1,-1.8179436922073364,1.086073398590088,1,2,0,1
168,182806.jpg,0,3.328678607940674,-3.613718271255493,0,1,1,1
169,182807.jpg,0,3.561152696609497,-4.010341644287109,0,1,1,1
170,182808.jpg,0,4.8718461990356445,-5.4269938468933105,0,1,1,1
171,182809.jpg,1,-1.3393977880477905,0.5516375303268433,1,2,0,1
172,182810.jpg,0,3.184464454650879,-3.9035189151763916,0,0,0,1
173,182811.jpg,0,4.690765380859375,-5.176419258117676,0,1,1,1
174,182812.jpg,0,0.4019767940044403,-1.079501986503601,0,0,0,1
175,182813.jpg,0,3.0301313400268555,-4.057920932769775,0,0,0,1
176,182814.jpg,0,4.4784464836120605,-5.254855155944824,0,0,0,1
177,182815.jpg,0,4.080667972564697,-4.8747148513793945,0,0,0,1
178,182816.jpg,0,-0.1707659661769867,-0.6347206830978394,0,1,1,1
179,182817.jpg,0,1.8366413116455078,-2.214723825454712,0,1,1,1
180,182818.jpg,0,3.3319339752197266,-4.422876358032227,0,0,0,1
181,182819.jpg,0,3.1765928268432617,-3.9144110679626465,0,0,0,1
182,182820.jpg,0,1.5558472871780396,-2.0891144275665283,0,1,1,1
183,182821.jpg,0,2.7135934829711914,-3.497981309890747,0,0,0,1
184,182822.jpg,0,2.4245142936706543,-3.357957124710083,0,0,0,1
185,182823.jpg,0,0.6843618750572205,-1.6408530473709106,0,0,0,1
186,182824.jpg,0,0.6566837430000305,-1.6740914583206177,1,2,0,0
187,182825.jpg,0,1.0228331089019775,-2.028796672821045,0,0,0,1
188,182826.jpg,0,3.8597936630249023,-4.370601654052734,0,0,0,1
189,182827.jpg,0,2.7504992485046387,-3.2113873958587646,0,0,0,1
190,182828.jpg,0,4.132256507873535,-4.629907608032227,0,1,1,1
191,182829.jpg,0,2.1177561283111572,-2.7351365089416504,0,1,1,1
192,182830.jpg,0,3.3356518745422363,-3.6001594066619873,0,0,0,1
193,182831.jpg,0,2.778820037841797,-3.5156190395355225,0,1,1,1
194,182832.jpg,0,2.673448085784912,-2.9824941158294678,0,0,0,1
195,182833.jpg,0,3.9232378005981445,-4.047461032867432,0,1,1,1
196,182834.jpg,0,3.773299217224121,-4.2789411544799805,0,1,1,1
197,182835.jpg,0,2.803478240966797,-3.2834508419036865,0,0,0,1
198,182836.jpg,0,3.387822389602661,-3.647350549697876,0,0,0,1
199,182837.jpg,1,-1.5322128534317017,0.7941417694091797,1,2,0,1
200,182838.jpg,0,3.749413251876831,-4.257654190063477,0,0,0,1
201,182839.jpg,0,3.4304895401000977,-3.89477801322937,0,0,0,1
202,182840.jpg,0,2.290458917617798,-2.7500040531158447,0,1,1,1
203,182841.jpg,1,-1.6331933736801147,1.1296558380126953,1,2,0,1
204,182842.jpg,0,0.5874184966087341,-1.094401478767395,0,0,0,1
205,182843.jpg,1,-0.5735039710998535,-0.1870974749326706,1,3,1,1
206,182844.jpg,1,-0.9567402601242065,0.0004530753940343857,1,2,0,1
207,182845.jpg,1,-1.0052989721298218,-0.06538887321949005,0,0,0,0
208,182846.jpg,0,4.0624589920043945,-4.7921648025512695,0,0,0,1
209,182847.jpg,0,2.4631001949310303,-3.0646615028381348,0,0,0,1
210,182848.jpg,0,1.8900154829025269,-2.566598653793335,0,0,0,1
211,182849.jpg,1,-1.3807601928710938,0.4886179268360138,1,2,0,1
212,182850.jpg,0,1.5939934253692627,-2.379572868347168,0,0,0,1
213,182851.jpg,0,3.0924134254455566,-3.7464118003845215,0,0,0,1
214,182852.jpg,0,2.660452365875244,-3.1033477783203125,0,0,0,1
215,182853.jpg,0,0.027271956205368042,-0.9555219411849976,0,0,0,1
216,182854.jpg,1,-1.856890320777893,1.0172535181045532,1,2,0,1
217,182855.jpg,0,1.5150271654129028,-2.3136208057403564,0,0,0,1
218,182856.jpg,0,2.3557748794555664,-3.1858274936676025,0,0,0,1
219,182857.jpg,0,3.2138671875,-3.956461191177368,0,0,0,1
220,182858.jpg,0,2.1780219078063965,-2.778308629989624,0,1,1,1
221,182859.jpg,0,1.9066343307495117,-2.620105028152466,0,0,0,1
222,182860.jpg,0,1.9132603406906128,-2.3616740703582764,0,1,1,1
223,182861.jpg,0,3.0365612506866455,-3.36771297454834,0,0,0,1
224,182862.jpg,0,0.6320050954818726,-1.2020994424819946,1,3,1,0
225,182863.jpg,0,2.7414331436157227,-3.371126413345337,0,0,0,1
226,182864.jpg,0,2.569594383239746,-3.0100982189178467,0,0,0,1
227,182865.jpg,0,1.7107664346694946,-2.2074849605560303,0,1,1,1
228,182866.jpg,0,4.522175312042236,-5.112480640411377,0,0,0,1
229,182867.jpg,0,5.206042289733887,-5.632784366607666,0,1,1,1
230,182868.jpg,0,4.250248908996582,-4.538236618041992,0,1,1,1
231,182869.jpg,0,0.998832106590271,-1.7050055265426636,0,0,0,1
232,182870.jpg,0,3.852712392807007,-4.149604797363281,0,0,0,1
233,182871.jpg,0,2.3190088272094727,-2.647901773452759,0,0,0,1
234,182872.jpg,0,2.9208383560180664,-3.397270679473877,0,1,1,1
235,182873.jpg,0,3.026902198791504,-3.5688130855560303,0,1,1,1
236,182874.jpg,0,-0.09595223516225815,-0.7759510278701782,0,0,0,1
237,182875.jpg,0,3.649763584136963,-4.266698837280273,0,0,0,1
238,182876.jpg,0,0.8251743316650391,-1.8836299180984497,0,1,1,1
239,182877.jpg,0,2.703073740005493,-3.174339532852173,0,0,0,1
240,182878.jpg,0,3.4774723052978516,-4.154367923736572,0,0,0,1
241,182879.jpg,0,4.506500720977783,-5.1226959228515625,0,1,1,1
242,182880.jpg,0,3.870767831802368,-4.169400215148926,0,1,1,1
243,182881.jpg,0,1.6353453397750854,-2.304763078689575,0,0,0,1
244,182882.jpg,0,2.1135473251342773,-3.041754722595215,0,0,0,1
245,182883.jpg,0,1.9426897764205933,-2.444561719894409,0,0,0,1
246,182884.jpg,1,-1.7415246963500977,1.0310370922088623,1,2,0,1
247,182885.jpg,0,3.9506797790527344,-4.458555221557617,0,1,1,1
248,182886.jpg,0,3.3400118350982666,-4.1617431640625,0,0,0,1
249,182887.jpg,1,-3.092158794403076,2.330714464187622,1,2,0,1
250,182888.jpg,0,3.279465436935425,-3.65093731880188,0,0,0,1
251,182889.jpg,0,3.4471356868743896,-4.029417991638184,0,1,1,1
252,182890.jpg,0,3.8037452697753906,-4.446300029754639,0,0,0,1
253,182891.jpg,0,0.7792360782623291,-1.6441432237625122,1,3,1,0
254,182892.jpg,0,5.003719329833984,-5.153791904449463,0,1,1,1
255,182893.jpg,0,3.982215404510498,-4.621021270751953,0,1,1,1
256,182894.jpg,0,2.3341264724731445,-2.9674007892608643,0,0,0,1
257,182895.jpg,0,3.84250545501709,-4.693522930145264,0,1,1,1
258,182896.jpg,0,2.496677875518799,-3.1224915981292725,0,0,0,1
259,182897.jpg,0,3.3048694133758545,-3.6578774452209473,0,0,0,1
260,182898.jpg,0,2.608311176300049,-3.6517417430877686,0,0,0,1
261,182899.jpg,0,3.925173282623291,-4.079504013061523,0,1,1,1
262,182900.jpg,0,0.6608374118804932,-1.3294528722763062,1,2,0,0
263,182901.jpg,0,2.4038734436035156,-3.004997491836548,0,0,0,1
264,182902.jpg,1,-2.4396889209747314,1.90615713596344,1,2,0,1
265,182903.jpg,0,4.419010162353516,-4.861551761627197,0,1,1,1
266,182904.jpg,0,3.5822744369506836,-3.814810037612915,0,1,1,1
267,182905.jpg,1,-0.8554781079292297,0.45822790265083313,0,1,1,0
268,182906.jpg,0,2.0599329471588135,-2.7483365535736084,0,0,0,1
269,182907.jpg,1,-3.3003036975860596,2.712698221206665,1,2,0,1
270,182908.jpg,0,5.227827072143555,-5.724850654602051,0,1,1,1
271,182909.jpg,0,1.8058295249938965,-2.6632449626922607,0,0,0,1
272,182910.jpg,0,2.6132044792175293,-2.91416335105896,0,1,1,1
273,182911.jpg,0,3.7997121810913086,-4.1715803146362305,0,1,1,1
274,182912.jpg,0,0.3498390018939972,-1.2580519914627075,0,0,0,1
275,182913.jpg,0,-0.15409177541732788,-0.5848774313926697,0,0,0,1
276,182914.jpg,0,3.6132640838623047,-4.47314977645874,0,0,0,1
277,182915.jpg,0,3.3696329593658447,-3.846785068511963,0,1,1,1
278,182916.jpg,0,4.156911849975586,-4.5471930503845215,0,1,1,1
279,182917.jpg,0,4.327252388000488,-5.122633457183838,0,0,0,1
280,182918.jpg,0,3.1295204162597656,-3.8886115550994873,0,1,1,1
281,182919.jpg,0,3.995433807373047,-4.31010627746582,0,1,1,1
282,182920.jpg,0,3.591547966003418,-4.590388298034668,0,0,0,1
283,182921.jpg,0,4.328380107879639,-5.102428436279297,0,0,0,1
284,182922.jpg,0,2.882765054702759,-3.3925092220306396,0,0,0,1
285,182923.jpg,0,0.6852682828903198,-1.2534775733947754,0,1,1,1
286,182924.jpg,0,3.586878776550293,-4.0690016746521,0,1,1,1
287,182925.jpg,0,3.9463443756103516,-4.373008728027344,0,1,1,1
288,182926.jpg,0,3.4044151306152344,-3.825566291809082,0,1,1,1
289,182927.jpg,0,4.765064239501953,-5.039339065551758,0,1,1,1
290,182928.jpg,0,2.6059470176696777,-3.426142692565918,0,0,0,1
291,182929.jpg,0,4.314662933349609,-4.411602973937988,0,0,0,1
292,182930.jpg,0,4.1312665939331055,-5.158348083496094,0,0,0,1
293,182931.jpg,0,4.19442081451416,-4.630255699157715,0,0,0,1
294,182932.jpg,0,2.0800797939300537,-2.891361951828003,0,0,0,1
295,182933.jpg,1,-1.2767574787139893,0.7469491362571716,1,2,0,1
296,182934.jpg,0,2.558183193206787,-3.205551862716675,0,0,0,1
297,182935.jpg,0,4.737998962402344,-4.955805778503418,0,0,0,1
298,182936.jpg,0,-0.18387705087661743,-0.3479342758655548,1,2,0,0
299,182937.jpg,0,4.233407020568848,-4.750729084014893,0,1,1,1
300,182938.jpg,0,1.0694714784622192,-1.7061388492584229,0,0,0,1
301,182939.jpg,0,2.4360721111297607,-3.4038188457489014,0,1,1,1
302,182940.jpg,0,4.414210319519043,-4.891562461853027,0,0,0,1
303,182941.jpg,0,4.494043827056885,-5.3459672927856445,0,1,1,1
304,182942.jpg,0,1.1282234191894531,-1.8198342323303223,0,1,1,1
305,182943.jpg,0,2.7909088134765625,-3.440523862838745,0,0,0,1
306,182944.jpg,0,2.3710691928863525,-3.0958802700042725,0,0,0,1
307,182945.jpg,0,3.8899292945861816,-4.664718151092529,0,0,0,1
308,182946.jpg,1,-1.9379252195358276,1.2640247344970703,1,2,0,1
309,182947.jpg,0,3.0840377807617188,-3.677983522415161,0,1,1,1
310,182948.jpg,0,3.3734025955200195,-4.067100524902344,0,0,0,1
311,182949.jpg,0,2.301424741744995,-3.163440465927124,0,1,1,1
312,182950.jpg,0,4.066375255584717,-4.776125907897949,0,0,0,1
313,182951.jpg,0,3.6011054515838623,-4.102973461151123,0,0,0,1
314,182952.jpg,0,2.270545244216919,-2.71186900138855,0,0,0,1
315,182953.jpg,0,1.9918137788772583,-2.9438130855560303,0,0,0,1
316,182954.jpg,0,1.1127943992614746,-1.727972149848938,0,1,1,1
317,182955.jpg,0,2.290895938873291,-2.891510009765625,0,0,0,1
318,182956.jpg,0,4.663487911224365,-5.914400100708008,0,0,0,1
319,182957.jpg,0,2.3369579315185547,-2.5750725269317627,0,1,1,1
320,182958.jpg,1,-0.669644296169281,0.23614726960659027,1,2,0,1
321,182959.jpg,0,4.019908905029297,-4.353672027587891,0,0,0,1
322,182960.jpg,0,0.9174365997314453,-1.9331610202789307,0,0,0,1
323,182961.jpg,0,5.0387067794799805,-5.561293601989746,0,0,0,1
324,182962.jpg,0,2.752206325531006,-3.3452131748199463,0,1,1,1
325,182963.jpg,1,-1.8283060789108276,1.054975152015686,0,0,0,0
326,182964.jpg,0,4.397027969360352,-5.083484172821045,0,1,1,1
327,182965.jpg,0,2.52931547164917,-3.1794793605804443,0,0,0,1
328,182966.jpg,1,-1.8769984245300293,1.0237460136413574,1,2,0,1
329,182967.jpg,0,3.899221897125244,-4.274959564208984,0,1,1,1
330,182968.jpg,0,3.331331253051758,-3.929280996322632,0,1,1,1
331,182969.jpg,1,-0.4364055097103119,-0.2503981292247772,0,0,0,0
332,182970.jpg,0,3.0693931579589844,-3.466252565383911,0,1,1,1
333,182971.jpg,0,2.0981054306030273,-2.800285816192627,0,0,0,1
334,182972.jpg,0,5.026366233825684,-5.571712017059326,0,1,1,1
335,182973.jpg,0,2.6889448165893555,-3.151407241821289,0,1,1,1
336,182974.jpg,0,3.670253276824951,-4.559745788574219,0,0,0,1
337,182975.jpg,0,1.3952429294586182,-1.671510100364685,0,1,1,1
338,182976.jpg,0,1.968562126159668,-2.3850390911102295,0,1,1,1
339,182977.jpg,0,1.9585871696472168,-2.663370370864868,1,3,1,0
340,182978.jpg,0,4.436748504638672,-5.015583038330078,0,0,0,1
341,182979.jpg,0,1.937867522239685,-2.6382391452789307,0,1,1,1
342,182980.jpg,0,1.679078459739685,-2.10618257522583,0,0,0,1
343,182981.jpg,0,3.4508423805236816,-3.9315521717071533,0,0,0,1
344,182982.jpg,0,3.9272983074188232,-4.272303581237793,0,1,1,1
345,182983.jpg,0,3.3337478637695312,-3.6305503845214844,0,0,0,1
346,182984.jpg,0,0.5494352579116821,-1.4027460813522339,1,2,0,0
347,182985.jpg,0,0.9677692651748657,-1.9175081253051758,0,0,0,1
348,182986.jpg,0,4.389340877532959,-4.9346418380737305,0,1,1,1
349,182987.jpg,0,0.20635578036308289,-0.6829019784927368,0,0,0,1
350,182988.jpg,0,4.497668266296387,-4.859718322753906,0,1,1,1
351,182989.jpg,0,2.511441469192505,-3.33728289604187,0,0,0,1
352,182990.jpg,0,3.4307663440704346,-3.888363838195801,0,1,1,1
353,182991.jpg,1,-1.8208009004592896,1.1505845785140991,1,2,0,1
354,182992.jpg,0,1.2926141023635864,-2.121824264526367,0,0,0,1
355,182993.jpg,0,2.629009246826172,-3.4611287117004395,0,0,0,1
356,182994.jpg,0,2.547238349914551,-3.1419355869293213,0,0,0,1
357,182995.jpg,0,5.654148578643799,-6.519914150238037,0,0,0,1
358,182996.jpg,1,-1.1009604930877686,0.4613489806652069,1,2,0,1
359,182997.jpg,0,0.043851934373378754,-0.4294719994068146,0,0,0,1
360,182998.jpg,0,2.855088710784912,-3.1968607902526855,0,0,0,1
361,182999.jpg,0,1.4512909650802612,-1.790535569190979,0,0,0,1
362,183000.jpg,0,2.7303080558776855,-3.8684818744659424,0,1,1,1
363,183001.jpg,0,3.0391383171081543,-3.7631146907806396,0,0,0,1
364,183002.jpg,0,3.030735731124878,-3.607754945755005,0,0,0,1
365,183003.jpg,0,3.998758316040039,-4.872956275939941,0,1,1,1
366,183004.jpg,0,0.20450431108474731,-0.8363766670227051,0,0,0,1
367,183005.jpg,0,1.7722067832946777,-2.6294665336608887,0,0,0,1
368,183006.jpg,0,3.3251824378967285,-3.4672648906707764,0,0,0,1
369,183007.jpg,0,2.999849796295166,-3.7614665031433105,0,0,0,1
370,183008.jpg,0,3.2301135063171387,-3.6118500232696533,0,1,1,1
371,183009.jpg,0,3.5207276344299316,-4.044149398803711,0,0,0,1
372,183010.jpg,1,-1.4846595525741577,0.551207423210144,1,2,0,1
373,183011.jpg,0,5.280829429626465,-5.5598907470703125,0,0,0,1
374,183012.jpg,0,2.548200845718384,-3.1609034538269043,0,1,1,1
375,183013.jpg,0,-0.3041576147079468,-0.7903047204017639,1,2,0,0
